No ;Muestra;Garantía;Estado actual SAP;Cobertura;Nombre producto ;Intermediario ;TPID Deudor;ID Deudor;Nombre Deudor; Valor desembolso Anexo 5 ;AUDITOR; SALDO DE CREDITO ; SALDO GARANTIZADO ;FECHA DE CORTE DEL SALDO;FECHA INICIO DE MORA;Clasificación Motivo de anulación (Incumplimiento);Fecha de anulacion;Reactivación;Ciudad
81;12 Muestra;8072029;Anulada;80;EMP223 UNIDOS POR COLOMBIA PEQ EMPRESA AL 80%;CREZCAMOS SA;CC;88158834;JAIMES CAPACHO BERNARDO;$ 90.000.000;Natalia Prado;$ 86.402.534;$ 69.122.027;31/01/2022;-;Incumplimiento en tamaño del deudor;28/02/2022;NO;BUCARAMANGA
82;12 Muestra;8113763;Anulada;80;EMP219 UNIDOS POR COLOMBIA MICRO AL 80%;CREZCAMOS SA;CC;49785043;DE LA ROSA HERNANDEZ MARIA DEL PILA;$ 5.000.000;Dayana Paez;$ 4.664.213;$ 3.731.370;31/01/2022;30/11/2021;Incumplimiento en tamaño del deudor;28/02/2022;NO;EL PASO
83;13 Muestra;8126967;Anulada;80;EMP219 UNIDOS POR COLOMBIA MICRO AL 80%;COOPDE AHORRO Y CREDCOFINAL;CC;87303311;ZAMORA CALVACHE OLIVAR EDUARDO;$ 30.000.000;Dayana Paez;$ 28.657.262;$ 22.925.810;31/01/2022;-;Comisión no permitida;28/02/2022;NO;EL TAMBO-52
84;13 Muestra;8135456;Anulada;80;EMP219 UNIDOS POR COLOMBIA MICRO AL 80%;COOPDE AHORRO Y CREDCOFINAL;CC;59861039;MEZA DIAZ LILIANA;$ 30.000.000;Oscar Reyes;$ 27.913.373;$ 22.330.698;31/01/2022;-;Comisión no permitida;28/02/2022;NO;TAMINANGO
85;13 Muestra;8148498;Anulada;75;EMP225 UNIDOS POR COLOMBIA MICRO AL 75%;FUNDACION COOMEVA;NIT;9007591484;PMT GERENCIARTE SAS;$ 35.400.000;Oscar Reyes;$ 34.401.338;$ 25.801.004;31/01/2022;-;Incumplimiento en tamaño del deudor;28/02/2022;NO;CALI
86;13 Muestra;8152343;Anulada;80;EMP219 UNIDOS POR COLOMBIA MICRO AL 80%;FUNDACION COOMEVA;CC;21178985;CASTAÑEDA GUZMAN SUGEI PIEDAD;$ 21.000.000;Oscar Reyes;$ 20.158.450;$ 16.126.760;31/01/2022;-;No presenta Soporte Art 311;28/02/2022;NO;BARRANQUILLA
87;13 Muestra;8166470;Anulada;50;EMP023 MICROCREDITO EMPRESARIAL *;FUNDACION COOMEVA;CC;1193555090;ANGULO CARDONA LEIDY JIRETH;$ 16.000.000;Oscar Reyes;$ 15.576.459;$ 7.788.230;31/01/2022;-;Incumplimiento en tamaño del deudor;28/02/2022;NO;PALMIRA
88;13 Muestra;8163072;Anulada;80;EMP223 UNIDOS POR COLOMBIA PEQ EMPRESA AL 80%;MIBANCO SA;CC;70385797;GIRALDO GALLEGO FRANCY DE JESUS;$ 42.000.000;Oscar Reyes;$ 39.186.815;$ 31.349.452;31/01/2022;-;Incumplimiento en tamaño del deudor;28/02/2022;NO;MEDELLIN
89;14 Muestra;8216731;Anulada;80;EMP219 UNIDOS POR COLOMBIA MICRO AL 80%;FUNDACION COOMEVA;CC;1104419640;CARDOZO RAMOS CARLA JOHANA;$ 30.000.000;Dayana Paez;$ 29.617.592;$ 23.694.074;31/01/2022;-;Plazo incumplido para el producto;28/02/2022;NO;BARRANQUILLA
90;Inspeccion a demanda;5536418;Anulada;50;EMP001 GARANTÍA EMPRESARIAL MULTIPROPÓSITO;ABL CAPITAL SAS;NIT;8300201986;PROYECTOS CONSTRUCCIONES Y DISTRIBU;$ 75.000.000;Iveth Roa;$ 46.700.395;$ 23.350.198;31/08/2021;-;Calificacion no autorizada;17/09/2021;NO;BOGOTA
91;Inspeccion a demanda;5605990;Anulada;50;EMP001 GARANTÍA EMPRESARIAL MULTIPROPÓSITO;ABL CAPITAL SAS;NIT;9005581664;INSUMOFI SAS;$ 53.554.777;Iveth Roa;$ 19.116.512;$ 9.558.256;31/08/2021;-;Consolidacion de pasivos no permitida;17/09/2021;NO;DOSQUEBRADAS
92;Inspeccion a demanda;5583492;Anulada;60;EMP201 UNIDOS POR COLOMBIA PYMES AL 60%;ABL CAPITAL SAS;NIT;8300800028;KBJ SA;$ 232.709.444;Iveth Roa;$ 139.742.023;$ 83.845.214;31/08/2021;-;Calificacion no autorizada;17/09/2021;NO;BOGOTA
93;Inspeccion a demanda;5576688;Anulada;50;EMP001 GARANTÍA EMPRESARIAL MULTIPROPÓSITO;ABL CAPITAL SAS;NIT;9003967563;GRUPO LOGAN SAS;$ 124.999.999;Iveth Roa;$ 26.794.980;$ 13.397.490;31/07/2021;-;Calificacion no autorizada;17/09/2021;NO;BOGOTA
94;Inspeccion a demanda;5575206;Anulada;50;EMP080 GARANTÍA PYME PREFERENTE;ABL CAPITAL SAS;NIT;9002085831;INVAR SERAPIS LTDA;$ 122.670.856;Iveth Roa;$ 93.125.446;$ 46.562.723;31/08/2021;-;Calificacion no autorizada;17/09/2021;NO;BOGOTA
95;Inspeccion a demanda;5511951;Anulada;50;EMP001 GARANTÍA EMPRESARIAL MULTIPROPÓSITO;ABL CAPITAL SAS;NIT;9004670253; DIBOCA S A S;$ 60.000.000;Iveth Roa;$ 31.456.659;$ 15.728.330;31/08/2021;-;Calificacion no autorizada;17/09/2021;NO;BOGOTA
96;Inspeccion a demanda;6418289;Anulada;50;EMP200 CUPOS ROTATIVOS GLOBALES;ABL CAPITAL SAS;NIT;8002404226;PRODUCTOS NATURALES LA COLMENA SAS;$ 80.000.000;Iveth Roa;$ 80.000.000;$ 40.000.000;31/07/2021;-;Calificacion no autorizada;17/09/2021;NO;BOGOTA
97;Inspeccion a demanda;6931615;Anulada;50;EMP200 CUPOS ROTATIVOS GLOBALES;ABL CAPITAL SAS;NIT;8604514126;ASA FOTOTALLER S A;$ 30.500.000;Iveth Roa;$ 17.174.166;$ 8.587.083;31/07/2021;-;Calificacion no autorizada;17/09/2021;NO;BOGOTA
98;Inspeccion a demanda;7179630;Anulada;50;EMP001 GARANTÍA EMPRESARIAL MULTIPROPÓSITO;ABL CAPITAL SAS;NIT;9005405629;MACS COMERCIALIZADORA Y DISTRIBUIDO;$ 120.000.000;Iveth Roa;$ 71.257.032;$ 35.628.516;31/08/2021;-;Calificacion no autorizada;17/09/2021;NO;MELGAR
99;Inspeccion a demanda;6396265;Anulada;50;EMP200 CUPOS ROTATIVOS GLOBALES;ABL CAPITAL SAS;NIT;8604514126;ASA FOTOTALLER S A;$ 35.000.000;Iveth Roa;$ 7.731.625;$ 3.865.813;31/07/2021;-;Calificacion no autorizada;17/09/2021;NO;BOGOTA
100;Inspeccion a demanda;6920360;Anulada;50;EMP001 GARANTÍA EMPRESARIAL MULTIPROPÓSITO;ABL CAPITAL SAS;NIT;9009393231;SERVICIOS TELECOMUNICACIONES SAS;$ 45.000.000;Iveth Roa;$ 45.000.000;$ 22.500.000;31/08/2021;-;Calificacion no autorizada;17/09/2021;NO;BOGOTA
101;Inspeccion a demanda;6716199;Vigente;40;EMP001 GARANTÍA EMPRESARIAL MULTIPROPÓSITO;BANCO FINANDINA SA;CC;60388279;MIRIAM LOPEZ LIZCANO;$ 13.360.000;Iveth Roa;$ 11.965.517;$ 4.786.207;31/01/2022;-;Diferencia tipo de cartera entre los soportes;17/09/2021;SI;No aplica
102;Inspeccion a demanda;6542904;Vigente;40;EMP001 GARANTÍA EMPRESARIAL MULTIPROPÓSITO;BANCO FINANDINA SA;CC;43428241;CLAUDIA ELENA RESTREPO GOMEZ;$ 100.000.000;Iveth Roa;$ 81.264.239;$ 32.505.696;31/01/2022;-;Diferencia tipo de cartera entre los soportes;17/09/2021;SI;No aplica
103;Inspeccion a demanda;6811756;Extinguida - Saldada;40;EMP001 GARANTÍA EMPRESARIAL MULTIPROPÓSITO;BANCO FINANDINA SA;CC;52312366;ADRIANA GOMEZ DELGADO;$ 40.000.000;Iveth Roa;$ 9.073.085;$ 3.629.234;31/05/2021;-;Diferencia tipo de cartera entre los soportes;17/09/2022;Si;No aplica
104;Inspeccion a demanda;6412413;Extinguida - Saldada;50;EMP001 GARANTÍA EMPRESARIAL MULTIPROPÓSITO;BANCO FINANDINA SA;CC;1121844707;BONILLA ROJAS FABIO ALEXANDER;$ 43.000.000;Iveth Roa;$ 39.107.304;$ 19.553.652;30/06/2021;-;Diferencia tipo de cartera entre los soportes;17/09/2022;Si;No aplica
105;Inspeccion a demanda;6857498;Extinguida - Saldada;50;EMP001 GARANTÍA EMPRESARIAL MULTIPROPÓSITO;BANCO FINANDINA SA;CC;84451281;CEDIEL IMER PABON SALCEDO;$ 136.800.000;Iveth Roa;$ 2.651.705;$ 1.325.853;31/07/2021;-;Diferencia tipo de cartera entre los soportes;17/09/2022;Si;No aplica
106;Inspeccion a demanda;7035053;Vigente;40;EMP001 GARANTÍA EMPRESARIAL MULTIPROPÓSITO;BANCO FINANDINA SA;CC;1119888012;SARMIENTO RIVERA LUDY EUNICE;$ 18.540.000;Iveth Roa;$ 16.363.692;$ 6.545.477;31/01/2022;-;Diferencia tipo de cartera entre los soportes;17/09/2021;Si;No aplica
107;Inspeccion a demanda;6545287;Extinguida - Saldada;40;EMP001 GARANTÍA EMPRESARIAL MULTIPROPÓSITO;BANCO FINANDINA SA;CC;1017123710;EVERARDO LEON ZAPATA HINCAPIE;$ 60.000.000;Iveth Roa;$ 30.472.005;$ 12.188.802;31/01/2022;-;Diferencia tipo de cartera entre los soportes;17/09/2021;Si;No aplica
108;Inspeccion a demanda;6691684;Extinguida - Saldada;40;EMP001 GARANTÍA EMPRESARIAL MULTIPROPÓSITO;BANCO FINANDINA SA;CC;1087488786;VICTOR ALEJANDRO CARDONA CASTANO;$ 72.800.000;Iveth Roa;$ 324.577;$ 129.831;30/06/2021;-;Diferencia tipo de cartera entre los soportes;17/09/2022;Si;No aplica
109;Inspeccion a demanda;7119290;Vigente;40;EMP001 GARANTÍA EMPRESARIAL MULTIPROPÓSITO;BANCO FINANDINA SA;CC;41888130;NUBIA MAZO GARCIA;$ 40.000.000;Iveth Roa;$ 33.734.652;$ 13.493.861;31/01/2022;-;Diferencia tipo de cartera entre los soportes;17/09/2021;Si;No aplica
110;Inspeccion a demanda;7496270;Anulada;50;EMP001 GARANTÍA EMPRESARIAL MULTIPROPÓSITO;BANCO FINANDINA SA;NIT;9004523301;SUPER REDES SAS;$ 132.211.263;Iveth Roa;$ 123.961.215;$ 61.980.608;31/08/2021;-;Diferencia en fecha y monto de desembolso;17/09/2021;NO;No aplica
111;Inspeccion a demanda;7496274;Anulada;50;EMP001 GARANTÍA EMPRESARIAL MULTIPROPÓSITO;BANCO FINANDINA SA;NIT;9003195623;PROKNES SAS;$ 139.033.957;Iveth Roa;$ 129.541.707;$ 64.770.854;31/08/2021;-;Diferencia en fecha y monto de desembolso;17/09/2021;NO;No aplica
112;Inspeccion a demanda;7496279;Extinguida - Saldada;50;EMP001 GARANTÍA EMPRESARIAL MULTIPROPÓSITO;BANCO FINANDINA SA;CC;93469225;LUIS ANGEL GUTIERREZ ORTIZ;$ 129.510.977;Iveth Roa;$ 118.688.522;$ 59.344.261;30/06/2021;-;Diferencia tipo de cartera entre los soportes;17/09/2022;Si;No aplica
113;Inspeccion a demanda;6860822;Vigente;40;EMP001 GARANTÍA EMPRESARIAL MULTIPROPÓSITO;BANCO FINANDINA SA;CC;36145661;OLGA GASPAR NARVAEZ;$ 95.805.000;Iveth Roa;$ 77.602.572;$ 31.041.029;31/01/2022;-;Diferencia tipo de cartera entre los soportes;17/09/2021;Si;No aplica
114;Inspeccion a demanda;7063464;Vigente;40;EMP001 GARANTÍA EMPRESARIAL MULTIPROPÓSITO;BANCO FINANDINA SA;CC;98661364;JOHN HUMBERTO GONZALEZ SANCHEZ;$ 25.000.000;Iveth Roa;$ 22.657.804;$ 9.063.122;31/01/2022;-;Diferencia tipo de cartera entre los soportes;17/09/2021;Si;No aplica
115;Inspeccion a demanda;7843476;Anulada;50;EMP001 GARANTÍA EMPRESARIAL MULTIPROPÓSITO;BANCO FINANDINA SA;CC;1049609179;PRECIADO BAUTISTA HECTOR GUILLERMO;$ 22.579.191;Iveth Roa;$ 18.837.064;$ 9.418.532;31/08/2021;-;Diferencia tipo de cartera entre los soportes;17/09/2021;NO;No aplica
116;Inspeccion a demanda;7843479;Anulada;50;EMP001 GARANTÍA EMPRESARIAL MULTIPROPÓSITO;BANCO FINANDINA SA;CC;4281988;BOCACHICA ROJAS WILLIAN HUMBERTO;$ 50.000.000;Iveth Roa;$ 49.205.647;$ 24.602.824;31/08/2021;-;Diferencia en fecha y monto de desembolso;17/09/2021;NO;No aplica
117;Inspeccion a demanda;7557908;Anulada;50;EMP001 GARANTÍA EMPRESARIAL MULTIPROPÓSITO;BANCO FINANDINA SA;CC;79126302;RAFAEL NIVIAYO SEVILLA;$ 75.694.250;Iveth Roa;$ 75.694.250;$ 37.847.125;31/08/2021;-;Diferencia en fecha y monto de desembolso;17/09/2021;NO;No aplica
118;Inspeccion a demanda;7557930;Anulada;50;EMP001 GARANTÍA EMPRESARIAL MULTIPROPÓSITO;BANCO FINANDINA SA;CC;4083419;AUDELINO RODRIGUEZ RINCON;$ 102.954.086;Iveth Roa;$ 95.960.958;$ 47.980.479;31/08/2021;-;Diferencia en fecha y monto de desembolso;17/09/2021;NO;No aplica
119;Inspeccion a demanda;7653936;Anulada;50;EMP001 GARANTÍA EMPRESARIAL MULTIPROPÓSITO;BANCO FINANDINA SA;CC;55069279;CHAVARRO OSORIO YENNY PAOLA;$ 92.596.448;Iveth Roa;$ 86.305.758;$ 43.152.879;31/08/2021;-;Diferencia en fecha y monto de desembolso;17/09/2021;NO;No aplica
120;Inspeccion a demanda;7654274;Anulada;50;EMP001 GARANTÍA EMPRESARIAL MULTIPROPÓSITO;BANCO FINANDINA SA;CC;1044100555;MAURICIO MONSALVE QUERUBIN;$ 80.370.676;Iveth Roa;$ 75.885.461;$ 37.942.731;31/08/2021;-;Diferencia en fecha y monto de desembolso;17/09/2021;NO;No aplica
121;Inspeccion a demanda;7654300;Anulada;50;EMP001 GARANTÍA EMPRESARIAL MULTIPROPÓSITO;BANCO FINANDINA SA;CC;86048175;ELKIN GIOVANNY MOYA DUARTE;$ 82.702.783;Iveth Roa;$ 78.670.138;$ 39.335.069;31/08/2021;-;Diferencia en fecha y monto de desembolso;17/09/2021;NO;No aplica
122;Inspeccion a demanda;7655484;Anulada;50;EMP001 GARANTÍA EMPRESARIAL MULTIPROPÓSITO;BANCO FINANDINA SA;CC;19467955;ANDRES BARRERA VAN HISSENHOVEN;$ 73.183.586;Iveth Roa;$ 69.041.652;$ 34.520.826;31/08/2021;-;Diferencia en fecha y monto de desembolso;17/09/2021;NO;No aplica
123;Inspeccion a demanda;7704450;Anulada;50;EMP001 GARANTÍA EMPRESARIAL MULTIPROPÓSITO;BANCO FINANDINA SA;CC;38238515;TORRES GONZALEZ GLORIA INES;$ 60.768.642;Iveth Roa;$ 57.933.531;$ 28.966.766;31/08/2021;-;Diferencia en fecha y monto de desembolso;17/09/2021;NO;No aplica
124;Inspeccion a demanda;7704452;Anulada;50;EMP001 GARANTÍA EMPRESARIAL MULTIPROPÓSITO;BANCO FINANDINA SA;CC;21479125;LUZ MARINA OSORIO GALEANO;$ 64.442.209;Iveth Roa;$ 62.851.798;$ 31.425.899;31/08/2021;-;Diferencia en fecha y monto de desembolso;17/09/2021;NO;No aplica
125;Inspeccion a demanda;7704455;Anulada;50;EMP001 GARANTÍA EMPRESARIAL MULTIPROPÓSITO;BANCO FINANDINA SA;CC;79123199;JOSE ALFREDO QUINTERO PULIDO;$ 59.723.437;Iveth Roa;$ 56.054.965;$ 28.027.483;31/08/2021;-;Diferencia en fecha y monto de desembolso;17/09/2021;NO;No aplica
126;Inspeccion a demanda;7704457;Anulada;50;EMP001 GARANTÍA EMPRESARIAL MULTIPROPÓSITO;BANCO FINANDINA SA;CC;98530416;GARCIA VASQUEZ JULIO CESAR;$ 42.543.219;Iveth Roa;$ 38.227.578;$ 19.113.789;31/08/2021;-;Diferencia en fecha y monto de desembolso;17/09/2021;NO;No aplica
127;Inspeccion a demanda;7704458;Anulada;50;EMP001 GARANTÍA EMPRESARIAL MULTIPROPÓSITO;BANCO FINANDINA SA;CC;67038913;CASTRO OROZCO YINA PAOLA;$ 27.218.191;Iveth Roa;$ 26.226.379;$ 13.113.190;31/08/2021;-;Diferencia en fecha y monto de desembolso;17/09/2021;NO;No aplica
128;Inspeccion a demanda;7704462;Anulada;50;EMP001 GARANTÍA EMPRESARIAL MULTIPROPÓSITO;BANCO FINANDINA SA;CC;31276500;MARIA TERESA GUTIERREZ;$ 59.002.083;Iveth Roa;$ 56.315.517;$ 28.157.759;31/08/2021;-;Diferencia en fecha y monto de desembolso;17/09/2021;NO;No aplica
129;Inspeccion a demanda;7704465;Anulada;50;EMP001 GARANTÍA EMPRESARIAL MULTIPROPÓSITO;BANCO FINANDINA SA;CC;1031122445;URIEL ANDRES GOMEZ GONZALEZ;$ 57.755.472;Iveth Roa;$ 54.533.717;$ 27.266.859;31/08/2021;-;Diferencia en fecha y monto de desembolso;17/09/2021;NO;No aplica
130;Inspeccion a demanda;7704471;Anulada;50;EMP001 GARANTÍA EMPRESARIAL MULTIPROPÓSITO;BANCO FINANDINA SA;CC;4276773;WILSON CABEZA SUAREZ;$ 101.012.901;Iveth Roa;$ 96.342.945;$ 48.171.473;31/08/2021;-;Diferencia en fecha y monto de desembolso;17/09/2021;NO;No aplica
131;Inspeccion a demanda;7704472;Anulada;50;EMP001 GARANTÍA EMPRESARIAL MULTIPROPÓSITO;BANCO FINANDINA SA;CC;71262654;JULIAN DAVID BEDOYA VALENCIA;$ 69.191.168;Iveth Roa;$ 68.263.666;$ 34.131.833;31/08/2021;-;Diferencia en fecha y monto de desembolso;17/09/2021;NO;No aplica
132;Inspeccion a demanda;7704475;Anulada;50;EMP001 GARANTÍA EMPRESARIAL MULTIPROPÓSITO;BANCO FINANDINA SA;CC;15927602;CARLOS ENRIQUE ALZATE LARGO;$ 14.980.171;Iveth Roa;$ 14.243.522;$ 7.121.761;31/08/2021;-;Diferencia en fecha y monto de desembolso;17/09/2021;NO;No aplica
133;Inspeccion a demanda;7704492;Anulada;50;EMP001 GARANTÍA EMPRESARIAL MULTIPROPÓSITO;BANCO FINANDINA SA;CC;1032423920;RINCON SILVA VICTOR ALONSO;$ 61.243.672;Iveth Roa;$ 58.448.350;$ 29.224.175;31/08/2021;-;Diferencia en fecha y monto de desembolso;17/09/2021;NO;No aplica
134;Inspeccion a demanda;7704494;Anulada;50;EMP001 GARANTÍA EMPRESARIAL MULTIPROPÓSITO;BANCO FINANDINA SA;CC;16536927;ALVEIRO GUERRERO GUERRERO;$ 59.481.916;Iveth Roa;$ 58.684.808;$ 29.342.404;31/08/2021;-;Diferencia en fecha y monto de desembolso;17/09/2021;NO;No aplica
135;Inspeccion a demanda;7721138;Anulada;50;EMP001 GARANTÍA EMPRESARIAL MULTIPROPÓSITO;BANCO FINANDINA SA;CC;70631035;TOBIAS ALBEIRO GARCIA VALENCIA;$ 55.629.778;Iveth Roa;$ 53.247.948;$ 26.623.974;31/08/2021;-;Diferencia en fecha y monto de desembolso;17/09/2021;NO;No aplica
136;Inspeccion a demanda;7721140;Anulada;50;EMP001 GARANTÍA EMPRESARIAL MULTIPROPÓSITO;BANCO FINANDINA SA;CC;37861000;MARYENY ISABEL BELTRAN GARCIA;$ 54.797.504;Iveth Roa;$ 52.421.106;$ 26.210.553;31/08/2021;-;Diferencia en fecha y monto de desembolso;17/09/2021;NO;No aplica
137;Inspeccion a demanda;7721165;Anulada;50;EMP001 GARANTÍA EMPRESARIAL MULTIPROPÓSITO;BANCO FINANDINA SA;CC;10277957;JOSE WILLIAM CASTRO LANCHEROS;$ 55.944.464;Iveth Roa;$ 53.697.225;$ 26.848.613;31/08/2021;-;Diferencia en fecha y monto de desembolso;17/09/2021;NO;No aplica
138;Inspeccion a demanda;7721220;Anulada;50;EMP001 GARANTÍA EMPRESARIAL MULTIPROPÓSITO;BANCO FINANDINA SA;CC;13512954;BAUTISTA  MARTINEZ LORENZO;$ 55.613.399;Iveth Roa;$ 53.601.068;$ 26.800.534;31/08/2021;-;Diferencia tipo de cartera entre los soportes;17/09/2021;NO;No aplica
139;Inspeccion a demanda;7781946;Anulada;50;EMP001 GARANTÍA EMPRESARIAL MULTIPROPÓSITO;BANCO FINANDINA SA;CC;1108930355;MURILLO PADILLA ANA YIBER;$ 30.000.000;Iveth Roa;$ 29.414.898;$ 14.707.449;31/08/2021;-;Diferencia en fecha y monto de desembolso;17/09/2021;NO;No aplica
140;Inspeccion a demanda;7784128;Anulada;50;EMP001 GARANTÍA EMPRESARIAL MULTIPROPÓSITO;BANCO FINANDINA SA;CC;28496379;RUEDA CORZO NUBIA;$ 32.107.465;Iveth Roa;$ 30.713.231;$ 15.356.616;31/08/2021;-;Diferencia tipo de cartera entre los soportes;17/09/2021;NO;No aplica
141;Inspeccion a demanda;7787954;Anulada;50;EMP001 GARANTÍA EMPRESARIAL MULTIPROPÓSITO;BANCO FINANDINA SA;CC;75067277;CARDONA BEDOYA NESTOR JAIME;$ 70.000.000;Iveth Roa;$ 68.067.517;$ 34.033.759;31/08/2021;-;Diferencia tipo de cartera entre los soportes;17/09/2021;NO;No aplica
142;Inspeccion a demanda;7792607;Vigente;50;EMP001 GARANTÍA EMPRESARIAL MULTIPROPÓSITO;BANCO FINANDINA SA;CC;79637410;LOPEZ CAMACHO IVAN DARIO;$ 72.000.000;Iveth Roa;$ 71.511.617;$ 35.755.809;31/01/2022;-;Diferencia en fecha y monto de desembolso;17/09/2021;Si;No aplica
143;Inspeccion a demanda;7795181;Anulada;50;EMP001 GARANTÍA EMPRESARIAL MULTIPROPÓSITO;BANCO FINANDINA SA;CC;52931246;MILLAN VARGAS LEYDI DIANA;$ 20.950.196;Iveth Roa;$ 20.397.869;$ 10.198.935;31/08/2021;-;Diferencia en fecha y monto de desembolso;17/09/2021;NO;No aplica
144;Inspeccion a demanda;7557663;Anulada;50;EMP001 GARANTÍA EMPRESARIAL MULTIPROPÓSITO;BANCO FINANDINA SA;CC;1098678593;GARCIA VILLAMIZAR CINDY KATHERINE;$ 112.639.085;Iveth Roa;$ 106.014.448;$ 53.007.224;31/08/2021;-;Diferencia en fecha y monto de desembolso;17/09/2021;NO;No aplica
145;Inspeccion a demanda;7654083;Anulada;50;EMP001 GARANTÍA EMPRESARIAL MULTIPROPÓSITO;BANCO FINANDINA SA;CC;64915098;ARRIETA ALVAREZ MARY LUZ;$ 87.070.923;Iveth Roa;$ 81.942.453;$ 40.971.227;31/08/2021;-;Diferencia en fecha y monto de desembolso;17/09/2021;NO;No aplica
146;Inspeccion a demanda;7654867;Anulada;50;EMP001 GARANTÍA EMPRESARIAL MULTIPROPÓSITO;BANCO FINANDINA SA;CC;7714081;MEDINA ARDILA JOSE MARCEL;$ 72.719.563;Iveth Roa;$ 67.176.196;$ 33.588.098;31/08/2021;-;Diferencia tipo de cartera entre los soportes;17/09/2021;NO;No aplica
147;Inspeccion a demanda;7689290;Extinguida - Saldada;50;EMP001 GARANTÍA EMPRESARIAL MULTIPROPÓSITO;BANCO FINANDINA SA;CC;1120359820;HERNANDEZ BENAVIDES JOSE LIBARDO;$ 50.000.000;Iveth Roa;$ 49.058.294;$ 24.529.147;31/07/2021;-;Diferencia en fecha y monto de desembolso;17/09/2022;Si;No aplica
148;Inspeccion a demanda;7721269;Anulada;50;EMP001 GARANTÍA EMPRESARIAL MULTIPROPÓSITO;BANCO FINANDINA SA;CC;40187043;HOLGUIN GOMEZ DIANA MILENA;$ 50.714.429;Iveth Roa;$ 40.106.150;$ 20.053.075;31/08/2021;-;Diferencia en fecha y monto de desembolso;17/09/2021;NO;No aplica
149;Inspeccion a demanda;7721276;Anulada;50;EMP001 GARANTÍA EMPRESARIAL MULTIPROPÓSITO;BANCO FINANDINA SA;CC;42996203;NURIS NARCISA UPARELA IMBET;$ 53.121.335;Iveth Roa;$ 48.137.154;$ 24.068.577;31/08/2021;-;Diferencia en fecha y monto de desembolso;17/09/2021;NO;No aplica
150;Inspeccion a demanda;7784174;Anulada;50;EMP001 GARANTÍA EMPRESARIAL MULTIPROPÓSITO;BANCO FINANDINA SA;CC;98536392;PUERTA VILLA MAURICIO ALBERTO;$ 35.742.626;Iveth Roa;$ 34.791.698;$ 17.395.849;31/08/2021;-;Diferencia en fecha y monto de desembolso;17/09/2021;NO;No aplica
151;Inspeccion a demanda;7784188;Anulada;50;EMP001 GARANTÍA EMPRESARIAL MULTIPROPÓSITO;BANCO FINANDINA SA;CC;41887773;VILLANUEVA LOPEZ GLORIA ELIZABETH;$ 44.735.948;Iveth Roa;$ 42.807.476;$ 21.403.738;31/08/2021;-;Diferencia en fecha y monto de desembolso;17/09/2021;NO;No aplica
152;Inspeccion a demanda;7784217;Extinguida - Saldada;50;EMP001 GARANTÍA EMPRESARIAL MULTIPROPÓSITO;BANCO FINANDINA SA;CC;9977605;HERNANDEZ QUINTERO JHONY DUBAN;$ 28.645.060;Iveth Roa;$ 27.752.557;$ 13.876.279;30/06/2021;-;Diferencia en fecha y monto de desembolso;17/09/2022;Si;No aplica
153;Inspeccion a demanda;7784229;Anulada;50;EMP001 GARANTÍA EMPRESARIAL MULTIPROPÓSITO;BANCO FINANDINA SA;CC;1112759103;GOMEZ ZULUAGA JULIAN DAVID;$ 40.215.498;Iveth Roa;$ 39.640.505;$ 19.820.253;31/08/2021;-;Diferencia en fecha y monto de desembolso;17/09/2021;NO;No aplica
154;Inspeccion a demanda;7784239;Anulada;50;EMP001 GARANTÍA EMPRESARIAL MULTIPROPÓSITO;BANCO FINANDINA SA;CC;1020718171;GARCIA URQUIJO CESAR IVAN;$ 38.153.491;Iveth Roa;$ 37.201.251;$ 18.600.626;31/08/2021;-;Diferencia en fecha y monto de desembolso;17/09/2021;NO;No aplica
155;Inspeccion a demanda;7784598;Anulada;50;EMP001 GARANTÍA EMPRESARIAL MULTIPROPÓSITO;BANCO FINANDINA SA;CC;79461411;MORALES GONZALEZ JAIRO NELSON;$ 35.304.995;Iveth Roa;$ 33.930.000;$ 16.965.000;31/08/2021;-;Diferencia en fecha y monto de desembolso;17/09/2021;NO;No aplica
156;Inspeccion a demanda;7784599;Anulada;50;EMP001 GARANTÍA EMPRESARIAL MULTIPROPÓSITO;BANCO FINANDINA SA;CC;1030624513;HERNANDEZ CAMARGO KATERIN PAOLA;$ 27.779.960;Iveth Roa;$ 26.233.709;$ 13.116.855;31/08/2021;-;Diferencia en fecha y monto de desembolso;17/09/2021;NO;No aplica
157;Inspeccion a demanda;7784600;Anulada;50;EMP001 GARANTÍA EMPRESARIAL MULTIPROPÓSITO;BANCO FINANDINA SA;CC;42758460;OCHOA ESCOBAR MARIA VICTORIA;$ 30.142.979;Iveth Roa;$ 28.999.788;$ 14.499.894;31/08/2021;-;Diferencia en fecha y monto de desembolso;17/09/2021;NO;No aplica
158;Inspeccion a demanda;7784601;Anulada;50;EMP001 GARANTÍA EMPRESARIAL MULTIPROPÓSITO;BANCO FINANDINA SA;CC;76043682;CARABALI SANCHEZ DIEGO LUIS;$ 45.790.613;Iveth Roa;$ 43.781.761;$ 21.890.881;31/08/2021;-;Diferencia en fecha y monto de desembolso;17/09/2021;NO;No aplica
